climateConceptId;stringRepresentation;incomingConnections (climateConceptIds);outgoingConnections (climateConceptIds);x;y;sourceUrls;sourceOriginalTexts
2467585080;increase_['spare-the-air']_alert_issuance;[4275540049];[];-1003;555;[https://www.sfchronicle.com/bayarea/article/Record-setting-temperatures-concern-Bay-Area-13964987.php];[The Bay Area Air Quality Management District issued a spare-the-air alert for Tuesday, with air quality in the region measuring as unhealthy for sensitive groups in the eastern part of the region.]
2711637967;increase_[]_water resources_consequences;[2821424609];[];1588;-70;[https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2019WR025571];[A shift from snow to rain thus carries potential consequences for water resources (Berghuijs et al., 2014) and flood risk (Huang et al., 2018).]
3442102356;decrease_['coral']_reef_amount;[1358153004];[];4757;37;[https://www.carbonbrief.org/explainer-nine-tipping-points-that-could-be-triggered-by-climate-change];[The loss of herbivorous fish from overfishing can be a particular driver of coral reef decline, says Dr Mark Eakin, coordinator of the US National Oceanic and Atmospheric Administration’s Coral Reef Watch programme.]
192884453;increase_['shoreline']_erosion_occurrence;[];[538825605];2914;-102;[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4928742/];[For example, it has been estimated that over 200 million persons may be forced to leave their place or country of residence by 2050 due to a combination of climate change-related shoreline erosion, coastal flooding, desertification, agricultural change, natural disasters, government policy or geopolitical conflict [73].]
3099653881;increase_[]_water_demand;[4083843793];[];220;322;[https://www.greenfacts.org/en/impacts-global-warming/l-2/index.htm];[Although the most adverse impacts on water availability are likely to occur in association with growing water demand as the world population increases, some estimates indicate that a 4°C warming would significantly exacerbate existing water scarcity in many regions, particularly northern and eastern Africa, the Middle East, and South Asia, while additional countries in Africa would be newly confronted with water scarcity on a national scale due to population growth.]
2634485387;increase_[]_tracks_damage;[];[530963217];2115;-311;[https://www.sfchronicle.com/bayarea/article/Record-setting-temperatures-concern-Bay-Area-13964987.php];[The heat also warped tracks on BART Monday afternoon, and crews worked to cool down equipment as delays reverberated throughout the system, according to the transit agency.]
1599844502;increase_[]_climate change_impacts;[];[1898589488, 2120105401, 3539128322, 4263227315, 3478749249, 2057888247, 3013217654, 2461848133, 2509690033, 2916326017];2482;617;[https://www.eesi.org/files/IssueBrief_Climate_Change_Security_Implications.pdf];[These risks are crop insurance, health care, wildfire suppression, hurricane-related disaster relief, and federal facility flood risk, all of which are anticipated to cost billions of dollars more by the end of the century due to the impacts of climate change.23]
2287990377;increase_[]_pollen_amount;[3208505622];[];55;788;[https://www.scientificamerican.com/article/what-climate-change-does-to-the-human-body/];[For example, apart from contributing to global warming, rising carbon dioxide levels increase the amount of pollen that plants produce as a consequence of higher rates of photosynthesis.]
425019476;increase_['natural']_gas_combustion;[];[724883391];1973;1495;[https://www.washingtonpost.com/climate-environment/2020/01/22/arizonas-biggest-utility-says-it-will-get-all-its-electricity-carbon-free-sources-by-2050/];[Right now, APS gets roughly a quarter of its electricity from coal, a quarter from natural gas and a quarter from nuclear power.]
733251100;increase_['very large']_wildfire_occurrence;[2702753839];[];1731;305;[https://advances.sciencemag.org/content/6/39/eaaz4571];[Multiple >75-year compound events are observed in the coastal Pacific Northwest, inland Southern California, Florida, Maine, and several climate divisions in Texas, which point to the intensification of compound dry-hot extremes over many portions of CONUS with significant socio-environmental repercussions, such as causing very large wildfires (29).]
1038969192;decrease_[]_climate change_magnitude;[3326071119, 2744872556];[];-1049;-550;[https://oxfordre.com/view/10.1093/acrefore/9780190228620.001.0001/acrefore-9780190228620-e-344];[Such actions include reducing greenhouse gas emissions, which reduces the speed and magnitude of climate change, and the use of better population control (given that most of the increase in population in the next decade is expected to take place in developing countries, with huge increases in greenhouse gas emissions as a result).]
435476402;increase_['extreme']_climate- and weather-related events_severity;[];[305867439];2350;635;[https://s3.amazonaws.com/climatehealth2016/low/ClimateHealth2016_08_Mental_Health_small.pdf];[Though many of these studies describe the mental health impacts of specific historical events, they demonstrate thetypes of mental health issues that will continue to arise as climate change leads to increases in the frequency, severity, and duration of extreme climate- and weather-related events such as floods, hurricanes, droughts, and wildfires.17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 41, 50, 51, 68, 70 Strong support is found in a number of recent studies for the potential for climate change-related psychological effects, including grief/bereavement, increased substance use or misuse, and thoughts of suicide.19, 35, 36, 37, 38, 60\nResearch on individual resilience and recovery shows that a majority of individuals psychologically affected by a traumatic event will recover over time.]
516894103;increase_[]_cars_exhaust;[];[1674793550];2000;1409;[https://www.vox.com/2019/4/8/18300342/pollen-season-2019-allergies-climate-change];[Researchers have found that grasses and ragweed plants increase their pollen production in response to localized surges in carbon dioxide, like from the exhaust of cars along a highway.]
1170543909;increase_[]_Nitroglycerin_moisture;[];[1049701399, 3011357776];661;559;[https://www.scientificamerican.com/article/climate-change-may-be-blowing-up-arms-depots/];[Nitroglycerin becomes so sensitive when it absorbs moisture that even a slight shake can set it off.]
697063782;increase_[]_claims_number;[3439657429];[];2260;-434;[https://www.theguardian.com/cities/2019/aug/20/death-blackouts-melting-asphalt-ways-the-climate-crisis-will-change-how-we-live];[Between 2007 and 2011 alone, urban flooding in Cook County, Illinois, resulted in over 176,000 claims or flood losses at a cost of $660m (£545m).]
464216524;increase_['fruit']_bats_displacement;[];[3871019261];2244;-903;[https://www.thedailybeast.com/get-ready-for-more-coronavirus-nightmares-thanks-to-climate-change];[In the 1998-1999 Nipah virus outbreak in Malaysia that killed more than 100 people, for example, researchers concluded that fruit bats dislodged by forest fires and an El Niño-related drought began feeding on fruit trees grown on the same farms as pigs.]
2120916949;increase_[]_migration_amount;[440109886];[];2192;-965;[https://www.pbs.org/newshour/show/climate-change-is-killing-crops-in-honduras-and-driving-farmers-north];[According to the U.N.'s Food and Agriculture Organization, there's been a surge of migration from rural areas in Honduras, where farmers lost an estimated 82 percent of corn and bean crops last year from lack of rain.]
3344676726;increase_[]_home_total destruction occurrence;[3139379297, 289798975];[514857095];2098;-167;[https://www.fastcompany.com/90386051/homelessness-is-already-a-crisis-but-climate-change-makes-it-much-worse];[And as extreme weather events like the Camp Fire and Hurricane Maria, which destroyed nearly 200,000 homes in Texas, become both more frequent and more intense, they threaten to worsen inequality and housing instability.]
314515249;increase_['rapid']_climate change_occurrence;[];[1221948630, 754838768];1817;1056;[http://www.psychologicalscience.org/observer/global-warming-and-violent-behavior];[That rapid climate change will (and already is) negatively affecting the livelihoods and aggressive tendencies of individuals is obvious, but it is informative to consider how entire populations respond to these effects.]
498279249;increase_['water', 'metal']_pipes_expansion occurrence;[723915832];[];2137;-121;[https://www.vox.com/energy-and-environment/2019/9/9/20804544/climate-change-phoenix-heat-wave-deaths-extreme-weather];[Instead, rising temperatures weaken roadways, cause metal fatigue in bridges, and make the metal pipes that move water expand, crack, and leak.]
591275270;increase_[]_children_injury;[1772046654];[];-342;474;[https://insideclimatenews.org/news/11032020/coronavirus-harvard-doctor-climate-change-public-health];[We spoke to Dr. Aaron Bernstein, a pediatrician and Interim Director of The Center for Climate, Health, and the Global Environment at Harvard's T.H. Chan School of Public Health (Harvard C-CHANGE), who has seen firsthand how climate change can harm children, mostly through the burning of fossil fuels.]
